postgres-1  | 2026-02-26 00:36:42.812 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
server-1    | 10 132834033926208 [2026-02-26 21:51:31,708] INFO trytond.modules update index for party.category
server-1    | 10 132834033926208 [2026-02-26 21:51:31,709] INFO trytond.modules update index for production.routing
server-1    | 10 132834033926208 [2026-02-26 21:51:31,710] INFO trytond.modules update index for party.party.payment_direct_debit
server-1    | 10 132834033926208 [2026-02-26 21:51:31,711] INFO trytond.modules update index for account.account.deferral
server-1    | 10 132834033926208 [2026-02-26 21:51:31,712] INFO trytond.modules update index for product.attribute.set
server-1    | 10 132834033926208 [2026-02-26 21:51:31,713] INFO trytond.modules update index for ir.error
server-1    | 10 132834033926208 [2026-02-26 21:51:31,714] INFO trytond.modules update index for account.tax.code.template
server-1    | 10 132834033926208 [2026-02-26 21:51:31,716] INFO trytond.modules update index for ir.email.template
server-1    | 10 132834033926208 [2026-02-26 21:51:31,717] INFO trytond.modules update index for account.move.template.keyword
server-1    | 10 132834033926208 [2026-02-26 21:51:31,720] INFO trytond.modules update index for product.product-production.bom
server-1    | 10 132834033926208 [2026-02-26 21:51:31,721] INFO trytond.modules update index for account.statement.journal
server-1    | 10 132834033926208 [2026-02-26 21:51:31,723] INFO trytond.modules update index for party.relation
server-1    | 10 132834033926208 [2026-02-26 21:51:31,725] INFO trytond.modules update index for account.general_ledger.line
server-1    | 10 132834033926208 [2026-02-26 21:51:31,725] INFO trytond.modules update index for account.tax.template
server-1    | 10 132834033926208 [2026-02-26 21:51:31,728] INFO trytond.modules update index for party.party.customer_currency
server-1    | 10 132834033926208 [2026-02-26 21:51:31,729] INFO trytond.modules update index for account.tax.code.line
server-1    | 10 132834033926208 [2026-02-26 21:51:31,730] INFO trytond.modules update index for ir.translation
server-1    | 10 132834033926208 [2026-02-26 21:51:31,754] INFO trytond.modules all modules loaded
server-1    | [2026-02-26 21:51:32 +0000] [17] [INFO] Starting gunicorn 20.1.0
server-1    | [2026-02-26 21:51:32 +0000] [17] [INFO] Listening at: http://0.0.0.0:8000 (17)
server-1    | [2026-02-26 21:51:32 +0000] [17] [INFO] Using worker: sync
server-1    | [2026-02-26 21:51:32 +0000] [18] [INFO] Booting worker with pid: 18
